source_dataset,source_species,project_species,original_filename,source_path,split,destination_path,image_width,image_height,channels,random_seed
WOOD-AUTH,Category 4 (Oak),oak,1949_4.jpg,data/wood_species/raw/oak/test_1949_4.jpg,train,data/wood_species/splits/train/oak/test_1949_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1907_4.jpg,data/wood_species/raw/oak/test_1907_4.jpg,train,data/wood_species/splits/train/oak/test_1907_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,374_4.jpg,data/wood_species/raw/oak/train_374_4.jpg,train,data/wood_species/splits/train/oak/train_374_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,273_4.jpg,data/wood_species/raw/oak/train_273_4.jpg,train,data/wood_species/splits/train/oak/train_273_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1856_4.jpg,data/wood_species/raw/oak/test_1856_4.jpg,train,data/wood_species/splits/train/oak/test_1856_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,352_4.jpg,data/wood_species/raw/oak/train_352_4.jpg,train,data/wood_species/splits/train/oak/train_352_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1987_4.jpg,data/wood_species/raw/oak/test_1987_4.jpg,train,data/wood_species/splits/train/oak/test_1987_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,340_4.jpg,data/wood_species/raw/oak/train_340_4.jpg,train,data/wood_species/splits/train/oak/train_340_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,83_4.jpg,data/wood_species/raw/oak/train_83_4.jpg,train,data/wood_species/splits/train/oak/train_83_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,319_4.jpg,data/wood_species/raw/oak/train_319_4.jpg,train,data/wood_species/splits/train/oak/train_319_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,263_4.jpg,data/wood_species/raw/oak/train_263_4.jpg,train,data/wood_species/splits/train/oak/train_263_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1897_4.jpg,data/wood_species/raw/oak/test_1897_4.jpg,train,data/wood_species/splits/train/oak/test_1897_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,227_4.jpg,data/wood_species/raw/oak/train_227_4.jpg,train,data/wood_species/splits/train/oak/train_227_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,387_4.jpg,data/wood_species/raw/oak/train_387_4.jpg,train,data/wood_species/splits/train/oak/train_387_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2003_4.jpg,data/wood_species/raw/oak/test_2003_4.jpg,train,data/wood_species/splits/train/oak/test_2003_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1841_4.jpg,data/wood_species/raw/oak/test_1841_4.jpg,train,data/wood_species/splits/train/oak/test_1841_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,138_4.jpg,data/wood_species/raw/oak/train_138_4.jpg,train,data/wood_species/splits/train/oak/train_138_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,171_4.jpg,data/wood_species/raw/oak/train_171_4.jpg,train,data/wood_species/splits/train/oak/train_171_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,106_4.jpg,data/wood_species/raw/oak/train_106_4.jpg,train,data/wood_species/splits/train/oak/train_106_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,23_4.jpg,data/wood_species/raw/oak/train_23_4.jpg,train,data/wood_species/splits/train/oak/train_23_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2008_4.jpg,data/wood_species/raw/oak/test_2008_4.jpg,train,data/wood_species/splits/train/oak/test_2008_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,244_4.jpg,data/wood_species/raw/oak/train_244_4.jpg,train,data/wood_species/splits/train/oak/train_244_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,342_4.jpg,data/wood_species/raw/oak/train_342_4.jpg,train,data/wood_species/splits/train/oak/train_342_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,3_4.jpg,data/wood_species/raw/oak/train_3_4.jpg,train,data/wood_species/splits/train/oak/train_3_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1835_4.jpg,data/wood_species/raw/oak/test_1835_4.jpg,train,data/wood_species/splits/train/oak/test_1835_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,4_4.jpg,data/wood_species/raw/oak/train_4_4.jpg,train,data/wood_species/splits/train/oak/train_4_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,210_4.jpg,data/wood_species/raw/oak/train_210_4.jpg,train,data/wood_species/splits/train/oak/train_210_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,104_4.jpg,data/wood_species/raw/oak/train_104_4.jpg,train,data/wood_species/splits/train/oak/train_104_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,224_4.jpg,data/wood_species/raw/oak/train_224_4.jpg,train,data/wood_species/splits/train/oak/train_224_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,270_4.jpg,data/wood_species/raw/oak/train_270_4.jpg,train,data/wood_species/splits/train/oak/train_270_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1899_4.jpg,data/wood_species/raw/oak/test_1899_4.jpg,train,data/wood_species/splits/train/oak/test_1899_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1910_4.jpg,data/wood_species/raw/oak/test_1910_4.jpg,train,data/wood_species/splits/train/oak/test_1910_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,255_4.jpg,data/wood_species/raw/oak/train_255_4.jpg,train,data/wood_species/splits/train/oak/train_255_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,366_4.jpg,data/wood_species/raw/oak/train_366_4.jpg,train,data/wood_species/splits/train/oak/train_366_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,332_4.jpg,data/wood_species/raw/oak/train_332_4.jpg,train,data/wood_species/splits/train/oak/train_332_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,257_4.jpg,data/wood_species/raw/oak/train_257_4.jpg,train,data/wood_species/splits/train/oak/train_257_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,185_4.jpg,data/wood_species/raw/oak/train_185_4.jpg,train,data/wood_species/splits/train/oak/train_185_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,235_4.jpg,data/wood_species/raw/oak/train_235_4.jpg,train,data/wood_species/splits/train/oak/train_235_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1928_4.jpg,data/wood_species/raw/oak/test_1928_4.jpg,train,data/wood_species/splits/train/oak/test_1928_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2017_4.jpg,data/wood_species/raw/oak/test_2017_4.jpg,train,data/wood_species/splits/train/oak/test_2017_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,68_4.jpg,data/wood_species/raw/oak/train_68_4.jpg,train,data/wood_species/splits/train/oak/train_68_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,209_4.jpg,data/wood_species/raw/oak/train_209_4.jpg,train,data/wood_species/splits/train/oak/train_209_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,384_4.jpg,data/wood_species/raw/oak/train_384_4.jpg,train,data/wood_species/splits/train/oak/train_384_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1864_4.jpg,data/wood_species/raw/oak/test_1864_4.jpg,train,data/wood_species/splits/train/oak/test_1864_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,2004_4.jpg,data/wood_species/raw/oak/test_2004_4.jpg,train,data/wood_species/splits/train/oak/test_2004_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1985_4.jpg,data/wood_species/raw/oak/test_1985_4.jpg,train,data/wood_species/splits/train/oak/test_1985_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,34_4.jpg,data/wood_species/raw/oak/train_34_4.jpg,train,data/wood_species/splits/train/oak/train_34_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,200_4.jpg,data/wood_species/raw/oak/train_200_4.jpg,train,data/wood_species/splits/train/oak/train_200_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1954_4.jpg,data/wood_species/raw/oak/test_1954_4.jpg,train,data/wood_species/splits/train/oak/test_1954_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1909_4.jpg,data/wood_species/raw/oak/test_1909_4.jpg,train,data/wood_species/splits/train/oak/test_1909_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1944_4.jpg,data/wood_species/raw/oak/test_1944_4.jpg,train,data/wood_species/splits/train/oak/test_1944_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,370_4.jpg,data/wood_species/raw/oak/train_370_4.jpg,train,data/wood_species/splits/train/oak/train_370_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,388_4.jpg,data/wood_species/raw/oak/train_388_4.jpg,train,data/wood_species/splits/train/oak/train_388_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,81_4.jpg,data/wood_species/raw/oak/train_81_4.jpg,train,data/wood_species/splits/train/oak/train_81_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,149_4.jpg,data/wood_species/raw/oak/train_149_4.jpg,train,data/wood_species/splits/train/oak/train_149_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,311_4.jpg,data/wood_species/raw/oak/train_311_4.jpg,train,data/wood_species/splits/train/oak/train_311_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,231_4.jpg,data/wood_species/raw/oak/train_231_4.jpg,train,data/wood_species/splits/train/oak/train_231_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,293_4.jpg,data/wood_species/raw/oak/train_293_4.jpg,train,data/wood_species/splits/train/oak/train_293_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,47_4.jpg,data/wood_species/raw/oak/train_47_4.jpg,train,data/wood_species/splits/train/oak/train_47_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,53_4.jpg,data/wood_species/raw/oak/train_53_4.jpg,train,data/wood_species/splits/train/oak/train_53_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,115_4.jpg,data/wood_species/raw/oak/train_115_4.jpg,train,data/wood_species/splits/train/oak/train_115_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1943_4.jpg,data/wood_species/raw/oak/test_1943_4.jpg,train,data/wood_species/splits/train/oak/test_1943_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,206_4.jpg,data/wood_species/raw/oak/train_206_4.jpg,train,data/wood_species/splits/train/oak/train_206_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,1926_4.jpg,data/wood_species/raw/oak/test_1926_4.jpg,train,data/wood_species/splits/train/oak/test_1926_4.jpg,200,200,3,42
WOOD-AUTH,Category 4 (Oak),oak,6_4.jpg,data/wood_species/raw/oak/train_6_4.jpg,train,data/wood_species/splits/train/oak/train_6_4.jpg,200,200,3,42
