source_dataset,source_split,source_category,species,original_filename,destination_filename,destination_path,image_width,image_height,channels,file_size_bytes
WOOD-AUTH,test,2,walnut,1251_2.jpg,test_1251_2.jpg,data/wood_species/raw/walnut/test_1251_2.jpg,200,200,3,4426
WOOD-AUTH,test,2,walnut,1252_2.jpg,test_1252_2.jpg,data/wood_species/raw/walnut/test_1252_2.jpg,200,200,3,3915
WOOD-AUTH,test,2,walnut,1253_2.jpg,test_1253_2.jpg,data/wood_species/raw/walnut/test_1253_2.jpg,200,200,3,5903
WOOD-AUTH,test,2,walnut,1254_2.jpg,test_1254_2.jpg,data/wood_species/raw/walnut/test_1254_2.jpg,200,200,3,6094
WOOD-AUTH,test,2,walnut,1255_2.jpg,test_1255_2.jpg,data/wood_species/raw/walnut/test_1255_2.jpg,200,200,3,6471
WOOD-AUTH,test,2,walnut,1256_2.jpg,test_1256_2.jpg,data/wood_species/raw/walnut/test_1256_2.jpg,200,200,3,6282
WOOD-AUTH,test,2,walnut,1257_2.jpg,test_1257_2.jpg,data/wood_species/raw/walnut/test_1257_2.jpg,200,200,3,6739
WOOD-AUTH,test,2,walnut,1258_2.jpg,test_1258_2.jpg,data/wood_species/raw/walnut/test_1258_2.jpg,200,200,3,6823
WOOD-AUTH,test,2,walnut,1259_2.jpg,test_1259_2.jpg,data/wood_species/raw/walnut/test_1259_2.jpg,200,200,3,6522
WOOD-AUTH,test,2,walnut,1260_2.jpg,test_1260_2.jpg,data/wood_species/raw/walnut/test_1260_2.jpg,200,200,3,7037
WOOD-AUTH,test,2,walnut,1261_2.jpg,test_1261_2.jpg,data/wood_species/raw/walnut/test_1261_2.jpg,200,200,3,5063
WOOD-AUTH,test,2,walnut,1262_2.jpg,test_1262_2.jpg,data/wood_species/raw/walnut/test_1262_2.jpg,200,200,3,4808
WOOD-AUTH,test,2,walnut,1263_2.jpg,test_1263_2.jpg,data/wood_species/raw/walnut/test_1263_2.jpg,200,200,3,4400
WOOD-AUTH,test,2,walnut,1264_2.jpg,test_1264_2.jpg,data/wood_species/raw/walnut/test_1264_2.jpg,200,200,3,4723
WOOD-AUTH,test,2,walnut,1265_2.jpg,test_1265_2.jpg,data/wood_species/raw/walnut/test_1265_2.jpg,200,200,3,4788
WOOD-AUTH,test,2,walnut,1266_2.jpg,test_1266_2.jpg,data/wood_species/raw/walnut/test_1266_2.jpg,200,200,3,4702
WOOD-AUTH,test,2,walnut,1267_2.jpg,test_1267_2.jpg,data/wood_species/raw/walnut/test_1267_2.jpg,200,200,3,5062
WOOD-AUTH,test,2,walnut,1268_2.jpg,test_1268_2.jpg,data/wood_species/raw/walnut/test_1268_2.jpg,200,200,3,4817
WOOD-AUTH,test,2,walnut,1269_2.jpg,test_1269_2.jpg,data/wood_species/raw/walnut/test_1269_2.jpg,200,200,3,7447
WOOD-AUTH,test,2,walnut,1270_2.jpg,test_1270_2.jpg,data/wood_species/raw/walnut/test_1270_2.jpg,200,200,3,7511
WOOD-AUTH,test,2,walnut,1271_2.jpg,test_1271_2.jpg,data/wood_species/raw/walnut/test_1271_2.jpg,200,200,3,6962
WOOD-AUTH,test,2,walnut,1272_2.jpg,test_1272_2.jpg,data/wood_species/raw/walnut/test_1272_2.jpg,200,200,3,7246
WOOD-AUTH,test,2,walnut,1273_2.jpg,test_1273_2.jpg,data/wood_species/raw/walnut/test_1273_2.jpg,200,200,3,7214
WOOD-AUTH,test,2,walnut,1274_2.jpg,test_1274_2.jpg,data/wood_species/raw/walnut/test_1274_2.jpg,200,200,3,7624
WOOD-AUTH,test,2,walnut,1275_2.jpg,test_1275_2.jpg,data/wood_species/raw/walnut/test_1275_2.jpg,200,200,3,7455
WOOD-AUTH,test,2,walnut,1276_2.jpg,test_1276_2.jpg,data/wood_species/raw/walnut/test_1276_2.jpg,200,200,3,7577
WOOD-AUTH,test,2,walnut,1277_2.jpg,test_1277_2.jpg,data/wood_species/raw/walnut/test_1277_2.jpg,200,200,3,6373
WOOD-AUTH,test,2,walnut,1278_2.jpg,test_1278_2.jpg,data/wood_species/raw/walnut/test_1278_2.jpg,200,200,3,7102
WOOD-AUTH,test,2,walnut,1279_2.jpg,test_1279_2.jpg,data/wood_species/raw/walnut/test_1279_2.jpg,200,200,3,6258
WOOD-AUTH,test,2,walnut,1280_2.jpg,test_1280_2.jpg,data/wood_species/raw/walnut/test_1280_2.jpg,200,200,3,6590
WOOD-AUTH,test,2,walnut,1281_2.jpg,test_1281_2.jpg,data/wood_species/raw/walnut/test_1281_2.jpg,200,200,3,6179
WOOD-AUTH,test,2,walnut,1282_2.jpg,test_1282_2.jpg,data/wood_species/raw/walnut/test_1282_2.jpg,200,200,3,6092
WOOD-AUTH,test,2,walnut,1283_2.jpg,test_1283_2.jpg,data/wood_species/raw/walnut/test_1283_2.jpg,200,200,3,6100
WOOD-AUTH,test,2,walnut,1284_2.jpg,test_1284_2.jpg,data/wood_species/raw/walnut/test_1284_2.jpg,200,200,3,5963
WOOD-AUTH,test,2,walnut,1285_2.jpg,test_1285_2.jpg,data/wood_species/raw/walnut/test_1285_2.jpg,200,200,3,5095
WOOD-AUTH,test,2,walnut,1286_2.jpg,test_1286_2.jpg,data/wood_species/raw/walnut/test_1286_2.jpg,200,200,3,5595
WOOD-AUTH,test,2,walnut,1287_2.jpg,test_1287_2.jpg,data/wood_species/raw/walnut/test_1287_2.jpg,200,200,3,5201
WOOD-AUTH,test,2,walnut,1288_2.jpg,test_1288_2.jpg,data/wood_species/raw/walnut/test_1288_2.jpg,200,200,3,5375
WOOD-AUTH,test,2,walnut,1289_2.jpg,test_1289_2.jpg,data/wood_species/raw/walnut/test_1289_2.jpg,200,200,3,6121
WOOD-AUTH,test,2,walnut,1290_2.jpg,test_1290_2.jpg,data/wood_species/raw/walnut/test_1290_2.jpg,200,200,3,6031
WOOD-AUTH,test,2,walnut,1291_2.jpg,test_1291_2.jpg,data/wood_species/raw/walnut/test_1291_2.jpg,200,200,3,5812
WOOD-AUTH,test,2,walnut,1292_2.jpg,test_1292_2.jpg,data/wood_species/raw/walnut/test_1292_2.jpg,200,200,3,5854
WOOD-AUTH,test,2,walnut,1293_2.jpg,test_1293_2.jpg,data/wood_species/raw/walnut/test_1293_2.jpg,200,200,3,6059
WOOD-AUTH,test,2,walnut,1294_2.jpg,test_1294_2.jpg,data/wood_species/raw/walnut/test_1294_2.jpg,200,200,3,5968
WOOD-AUTH,test,2,walnut,1295_2.jpg,test_1295_2.jpg,data/wood_species/raw/walnut/test_1295_2.jpg,200,200,3,5572
WOOD-AUTH,test,2,walnut,1296_2.jpg,test_1296_2.jpg,data/wood_species/raw/walnut/test_1296_2.jpg,200,200,3,5500
WOOD-AUTH,test,2,walnut,1297_2.jpg,test_1297_2.jpg,data/wood_species/raw/walnut/test_1297_2.jpg,200,200,3,7669
WOOD-AUTH,test,2,walnut,1298_2.jpg,test_1298_2.jpg,data/wood_species/raw/walnut/test_1298_2.jpg,200,200,3,7942
WOOD-AUTH,test,2,walnut,1299_2.jpg,test_1299_2.jpg,data/wood_species/raw/walnut/test_1299_2.jpg,200,200,3,7296
WOOD-AUTH,test,2,walnut,1300_2.jpg,test_1300_2.jpg,data/wood_species/raw/walnut/test_1300_2.jpg,200,200,3,7615
WOOD-AUTH,test,2,walnut,1301_2.jpg,test_1301_2.jpg,data/wood_species/raw/walnut/test_1301_2.jpg,200,200,3,8056
WOOD-AUTH,test,2,walnut,1302_2.jpg,test_1302_2.jpg,data/wood_species/raw/walnut/test_1302_2.jpg,200,200,3,8062
WOOD-AUTH,test,2,walnut,1303_2.jpg,test_1303_2.jpg,data/wood_species/raw/walnut/test_1303_2.jpg,200,200,3,8282
WOOD-AUTH,test,2,walnut,1304_2.jpg,test_1304_2.jpg,data/wood_species/raw/walnut/test_1304_2.jpg,200,200,3,8171
WOOD-AUTH,test,2,walnut,1305_2.jpg,test_1305_2.jpg,data/wood_species/raw/walnut/test_1305_2.jpg,200,200,3,7738
WOOD-AUTH,test,2,walnut,1306_2.jpg,test_1306_2.jpg,data/wood_species/raw/walnut/test_1306_2.jpg,200,200,3,7464
WOOD-AUTH,test,2,walnut,1307_2.jpg,test_1307_2.jpg,data/wood_species/raw/walnut/test_1307_2.jpg,200,200,3,7987
WOOD-AUTH,test,2,walnut,1308_2.jpg,test_1308_2.jpg,data/wood_species/raw/walnut/test_1308_2.jpg,200,200,3,7739
WOOD-AUTH,test,2,walnut,1309_2.jpg,test_1309_2.jpg,data/wood_species/raw/walnut/test_1309_2.jpg,200,200,3,6616
WOOD-AUTH,test,2,walnut,1310_2.jpg,test_1310_2.jpg,data/wood_species/raw/walnut/test_1310_2.jpg,200,200,3,6842
WOOD-AUTH,test,2,walnut,1311_2.jpg,test_1311_2.jpg,data/wood_species/raw/walnut/test_1311_2.jpg,200,200,3,6438
WOOD-AUTH,test,2,walnut,1312_2.jpg,test_1312_2.jpg,data/wood_species/raw/walnut/test_1312_2.jpg,200,200,3,6858
WOOD-AUTH,test,4,oak,1821_4.jpg,test_1821_4.jpg,data/wood_species/raw/oak/test_1821_4.jpg,200,200,3,5799
WOOD-AUTH,test,4,oak,1822_4.jpg,test_1822_4.jpg,data/wood_species/raw/oak/test_1822_4.jpg,200,200,3,5824
WOOD-AUTH,test,4,oak,1823_4.jpg,test_1823_4.jpg,data/wood_species/raw/oak/test_1823_4.jpg,200,200,3,5589
WOOD-AUTH,test,4,oak,1824_4.jpg,test_1824_4.jpg,data/wood_species/raw/oak/test_1824_4.jpg,200,200,3,5624
WOOD-AUTH,test,4,oak,1825_4.jpg,test_1825_4.jpg,data/wood_species/raw/oak/test_1825_4.jpg,200,200,3,6371
WOOD-AUTH,test,4,oak,1826_4.jpg,test_1826_4.jpg,data/wood_species/raw/oak/test_1826_4.jpg,200,200,3,6179
WOOD-AUTH,test,4,oak,1827_4.jpg,test_1827_4.jpg,data/wood_species/raw/oak/test_1827_4.jpg,200,200,3,6551
WOOD-AUTH,test,4,oak,1828_4.jpg,test_1828_4.jpg,data/wood_species/raw/oak/test_1828_4.jpg,200,200,3,5905
WOOD-AUTH,test,4,oak,1829_4.jpg,test_1829_4.jpg,data/wood_species/raw/oak/test_1829_4.jpg,200,200,3,4533
WOOD-AUTH,test,4,oak,1830_4.jpg,test_1830_4.jpg,data/wood_species/raw/oak/test_1830_4.jpg,200,200,3,4494
WOOD-AUTH,test,4,oak,1831_4.jpg,test_1831_4.jpg,data/wood_species/raw/oak/test_1831_4.jpg,200,200,3,4581
WOOD-AUTH,test,4,oak,1832_4.jpg,test_1832_4.jpg,data/wood_species/raw/oak/test_1832_4.jpg,200,200,3,4850
WOOD-AUTH,test,4,oak,1833_4.jpg,test_1833_4.jpg,data/wood_species/raw/oak/test_1833_4.jpg,200,200,3,4475
WOOD-AUTH,test,4,oak,1834_4.jpg,test_1834_4.jpg,data/wood_species/raw/oak/test_1834_4.jpg,200,200,3,4698
WOOD-AUTH,test,4,oak,1835_4.jpg,test_1835_4.jpg,data/wood_species/raw/oak/test_1835_4.jpg,200,200,3,4699
WOOD-AUTH,test,4,oak,1836_4.jpg,test_1836_4.jpg,data/wood_species/raw/oak/test_1836_4.jpg,200,200,3,4883
WOOD-AUTH,test,4,oak,1837_4.jpg,test_1837_4.jpg,data/wood_species/raw/oak/test_1837_4.jpg,200,200,3,4873
WOOD-AUTH,test,4,oak,1838_4.jpg,test_1838_4.jpg,data/wood_species/raw/oak/test_1838_4.jpg,200,200,3,5145
WOOD-AUTH,test,4,oak,1839_4.jpg,test_1839_4.jpg,data/wood_species/raw/oak/test_1839_4.jpg,200,200,3,4569
WOOD-AUTH,test,4,oak,1840_4.jpg,test_1840_4.jpg,data/wood_species/raw/oak/test_1840_4.jpg,200,200,3,5002
WOOD-AUTH,test,4,oak,1841_4.jpg,test_1841_4.jpg,data/wood_species/raw/oak/test_1841_4.jpg,200,200,3,4613
WOOD-AUTH,test,4,oak,1842_4.jpg,test_1842_4.jpg,data/wood_species/raw/oak/test_1842_4.jpg,200,200,3,5016
WOOD-AUTH,test,4,oak,1843_4.jpg,test_1843_4.jpg,data/wood_species/raw/oak/test_1843_4.jpg,200,200,3,4692
WOOD-AUTH,test,4,oak,1844_4.jpg,test_1844_4.jpg,data/wood_species/raw/oak/test_1844_4.jpg,200,200,3,4783
WOOD-AUTH,test,4,oak,1845_4.jpg,test_1845_4.jpg,data/wood_species/raw/oak/test_1845_4.jpg,200,200,3,4893
WOOD-AUTH,test,4,oak,1846_4.jpg,test_1846_4.jpg,data/wood_species/raw/oak/test_1846_4.jpg,200,200,3,5034
WOOD-AUTH,test,4,oak,1847_4.jpg,test_1847_4.jpg,data/wood_species/raw/oak/test_1847_4.jpg,200,200,3,5089
WOOD-AUTH,test,4,oak,1848_4.jpg,test_1848_4.jpg,data/wood_species/raw/oak/test_1848_4.jpg,200,200,3,4904
WOOD-AUTH,test,4,oak,1849_4.jpg,test_1849_4.jpg,data/wood_species/raw/oak/test_1849_4.jpg,200,200,3,6938
WOOD-AUTH,test,4,oak,1850_4.jpg,test_1850_4.jpg,data/wood_species/raw/oak/test_1850_4.jpg,200,200,3,6973
WOOD-AUTH,test,4,oak,1851_4.jpg,test_1851_4.jpg,data/wood_species/raw/oak/test_1851_4.jpg,200,200,3,7042
WOOD-AUTH,test,4,oak,1852_4.jpg,test_1852_4.jpg,data/wood_species/raw/oak/test_1852_4.jpg,200,200,3,7133
WOOD-AUTH,test,4,oak,1853_4.jpg,test_1853_4.jpg,data/wood_species/raw/oak/test_1853_4.jpg,200,200,3,6876
WOOD-AUTH,test,4,oak,1854_4.jpg,test_1854_4.jpg,data/wood_species/raw/oak/test_1854_4.jpg,200,200,3,6972
WOOD-AUTH,test,4,oak,1855_4.jpg,test_1855_4.jpg,data/wood_species/raw/oak/test_1855_4.jpg,200,200,3,6800
WOOD-AUTH,test,4,oak,1856_4.jpg,test_1856_4.jpg,data/wood_species/raw/oak/test_1856_4.jpg,200,200,3,6703
WOOD-AUTH,test,4,oak,1857_4.jpg,test_1857_4.jpg,data/wood_species/raw/oak/test_1857_4.jpg,200,200,3,8076
WOOD-AUTH,test,4,oak,1858_4.jpg,test_1858_4.jpg,data/wood_species/raw/oak/test_1858_4.jpg,200,200,3,8328
WOOD-AUTH,test,4,oak,1859_4.jpg,test_1859_4.jpg,data/wood_species/raw/oak/test_1859_4.jpg,200,200,3,8176
WOOD-AUTH,test,4,oak,1860_4.jpg,test_1860_4.jpg,data/wood_species/raw/oak/test_1860_4.jpg,200,200,3,8465
WOOD-AUTH,test,4,oak,1861_4.jpg,test_1861_4.jpg,data/wood_species/raw/oak/test_1861_4.jpg,200,200,3,5754
WOOD-AUTH,test,4,oak,1862_4.jpg,test_1862_4.jpg,data/wood_species/raw/oak/test_1862_4.jpg,200,200,3,5917
WOOD-AUTH,test,4,oak,1863_4.jpg,test_1863_4.jpg,data/wood_species/raw/oak/test_1863_4.jpg,200,200,3,5989
WOOD-AUTH,test,4,oak,1864_4.jpg,test_1864_4.jpg,data/wood_species/raw/oak/test_1864_4.jpg,200,200,3,5894
WOOD-AUTH,test,4,oak,1865_4.jpg,test_1865_4.jpg,data/wood_species/raw/oak/test_1865_4.jpg,200,200,3,6383
WOOD-AUTH,test,4,oak,1866_4.jpg,test_1866_4.jpg,data/wood_species/raw/oak/test_1866_4.jpg,200,200,3,5712
WOOD-AUTH,test,4,oak,1867_4.jpg,test_1867_4.jpg,data/wood_species/raw/oak/test_1867_4.jpg,200,200,3,6290
WOOD-AUTH,test,4,oak,1868_4.jpg,test_1868_4.jpg,data/wood_species/raw/oak/test_1868_4.jpg,200,200,3,5715
WOOD-AUTH,test,4,oak,1869_4.jpg,test_1869_4.jpg,data/wood_species/raw/oak/test_1869_4.jpg,200,200,3,4351
WOOD-AUTH,test,4,oak,1870_4.jpg,test_1870_4.jpg,data/wood_species/raw/oak/test_1870_4.jpg,200,200,3,4190
WOOD-AUTH,test,4,oak,1871_4.jpg,test_1871_4.jpg,data/wood_species/raw/oak/test_1871_4.jpg,200,200,3,5062
WOOD-AUTH,test,4,oak,1872_4.jpg,test_1872_4.jpg,data/wood_species/raw/oak/test_1872_4.jpg,200,200,3,4959
WOOD-AUTH,test,4,oak,1873_4.jpg,test_1873_4.jpg,data/wood_species/raw/oak/test_1873_4.jpg,200,200,3,4591
WOOD-AUTH,test,4,oak,1874_4.jpg,test_1874_4.jpg,data/wood_species/raw/oak/test_1874_4.jpg,200,200,3,5304
WOOD-AUTH,test,4,oak,1875_4.jpg,test_1875_4.jpg,data/wood_species/raw/oak/test_1875_4.jpg,200,200,3,4876
WOOD-AUTH,test,4,oak,1876_4.jpg,test_1876_4.jpg,data/wood_species/raw/oak/test_1876_4.jpg,200,200,3,5343
WOOD-AUTH,test,4,oak,1877_4.jpg,test_1877_4.jpg,data/wood_species/raw/oak/test_1877_4.jpg,200,200,3,5984
WOOD-AUTH,test,4,oak,1878_4.jpg,test_1878_4.jpg,data/wood_species/raw/oak/test_1878_4.jpg,200,200,3,5983
WOOD-AUTH,test,4,oak,1879_4.jpg,test_1879_4.jpg,data/wood_species/raw/oak/test_1879_4.jpg,200,200,3,6216
WOOD-AUTH,test,4,oak,1880_4.jpg,test_1880_4.jpg,data/wood_species/raw/oak/test_1880_4.jpg,200,200,3,6114
WOOD-AUTH,test,4,oak,1881_4.jpg,test_1881_4.jpg,data/wood_species/raw/oak/test_1881_4.jpg,200,200,3,6325
WOOD-AUTH,test,4,oak,1882_4.jpg,test_1882_4.jpg,data/wood_species/raw/oak/test_1882_4.jpg,200,200,3,6273
WOOD-AUTH,test,4,oak,1883_4.jpg,test_1883_4.jpg,data/wood_species/raw/oak/test_1883_4.jpg,200,200,3,6690
WOOD-AUTH,test,4,oak,1884_4.jpg,test_1884_4.jpg,data/wood_species/raw/oak/test_1884_4.jpg,200,200,3,6378
WOOD-AUTH,test,4,oak,1885_4.jpg,test_1885_4.jpg,data/wood_species/raw/oak/test_1885_4.jpg,200,200,3,5517
WOOD-AUTH,test,4,oak,1886_4.jpg,test_1886_4.jpg,data/wood_species/raw/oak/test_1886_4.jpg,200,200,3,5618
WOOD-AUTH,test,4,oak,1887_4.jpg,test_1887_4.jpg,data/wood_species/raw/oak/test_1887_4.jpg,200,200,3,5942
WOOD-AUTH,test,4,oak,1888_4.jpg,test_1888_4.jpg,data/wood_species/raw/oak/test_1888_4.jpg,200,200,3,6354
WOOD-AUTH,test,4,oak,1889_4.jpg,test_1889_4.jpg,data/wood_species/raw/oak/test_1889_4.jpg,200,200,3,9554
WOOD-AUTH,test,4,oak,1890_4.jpg,test_1890_4.jpg,data/wood_species/raw/oak/test_1890_4.jpg,200,200,3,9150
WOOD-AUTH,test,4,oak,1891_4.jpg,test_1891_4.jpg,data/wood_species/raw/oak/test_1891_4.jpg,200,200,3,9882
WOOD-AUTH,test,4,oak,1892_4.jpg,test_1892_4.jpg,data/wood_species/raw/oak/test_1892_4.jpg,200,200,3,9471
WOOD-AUTH,test,4,oak,1893_4.jpg,test_1893_4.jpg,data/wood_species/raw/oak/test_1893_4.jpg,200,200,3,10037
WOOD-AUTH,test,4,oak,1894_4.jpg,test_1894_4.jpg,data/wood_species/raw/oak/test_1894_4.jpg,200,200,3,9746
WOOD-AUTH,test,4,oak,1895_4.jpg,test_1895_4.jpg,data/wood_species/raw/oak/test_1895_4.jpg,200,200,3,9949
WOOD-AUTH,test,4,oak,1896_4.jpg,test_1896_4.jpg,data/wood_species/raw/oak/test_1896_4.jpg,200,200,3,9426
WOOD-AUTH,test,4,oak,1897_4.jpg,test_1897_4.jpg,data/wood_species/raw/oak/test_1897_4.jpg,200,200,3,8715
WOOD-AUTH,test,4,oak,1898_4.jpg,test_1898_4.jpg,data/wood_species/raw/oak/test_1898_4.jpg,200,200,3,8412
WOOD-AUTH,test,4,oak,1899_4.jpg,test_1899_4.jpg,data/wood_species/raw/oak/test_1899_4.jpg,200,200,3,8602
WOOD-AUTH,test,4,oak,1900_4.jpg,test_1900_4.jpg,data/wood_species/raw/oak/test_1900_4.jpg,200,200,3,8465
WOOD-AUTH,test,4,oak,1901_4.jpg,test_1901_4.jpg,data/wood_species/raw/oak/test_1901_4.jpg,200,200,3,8110
WOOD-AUTH,test,4,oak,1902_4.jpg,test_1902_4.jpg,data/wood_species/raw/oak/test_1902_4.jpg,200,200,3,8296
WOOD-AUTH,test,4,oak,1903_4.jpg,test_1903_4.jpg,data/wood_species/raw/oak/test_1903_4.jpg,200,200,3,8471
WOOD-AUTH,test,4,oak,1904_4.jpg,test_1904_4.jpg,data/wood_species/raw/oak/test_1904_4.jpg,200,200,3,8578
WOOD-AUTH,test,4,oak,1905_4.jpg,test_1905_4.jpg,data/wood_species/raw/oak/test_1905_4.jpg,200,200,3,5044
WOOD-AUTH,test,4,oak,1906_4.jpg,test_1906_4.jpg,data/wood_species/raw/oak/test_1906_4.jpg,200,200,3,4782
WOOD-AUTH,test,4,oak,1907_4.jpg,test_1907_4.jpg,data/wood_species/raw/oak/test_1907_4.jpg,200,200,3,4910
WOOD-AUTH,test,4,oak,1908_4.jpg,test_1908_4.jpg,data/wood_species/raw/oak/test_1908_4.jpg,200,200,3,4841
WOOD-AUTH,test,4,oak,1909_4.jpg,test_1909_4.jpg,data/wood_species/raw/oak/test_1909_4.jpg,200,200,3,4828
WOOD-AUTH,test,4,oak,1910_4.jpg,test_1910_4.jpg,data/wood_species/raw/oak/test_1910_4.jpg,200,200,3,4607
WOOD-AUTH,test,4,oak,1911_4.jpg,test_1911_4.jpg,data/wood_species/raw/oak/test_1911_4.jpg,200,200,3,4949
WOOD-AUTH,test,4,oak,1912_4.jpg,test_1912_4.jpg,data/wood_species/raw/oak/test_1912_4.jpg,200,200,3,4561
WOOD-AUTH,test,4,oak,1913_4.jpg,test_1913_4.jpg,data/wood_species/raw/oak/test_1913_4.jpg,200,200,3,4867
WOOD-AUTH,test,4,oak,1914_4.jpg,test_1914_4.jpg,data/wood_species/raw/oak/test_1914_4.jpg,200,200,3,4824
WOOD-AUTH,test,4,oak,1915_4.jpg,test_1915_4.jpg,data/wood_species/raw/oak/test_1915_4.jpg,200,200,3,5072
WOOD-AUTH,test,4,oak,1916_4.jpg,test_1916_4.jpg,data/wood_species/raw/oak/test_1916_4.jpg,200,200,3,4879
WOOD-AUTH,test,4,oak,1917_4.jpg,test_1917_4.jpg,data/wood_species/raw/oak/test_1917_4.jpg,200,200,3,6269
WOOD-AUTH,test,4,oak,1918_4.jpg,test_1918_4.jpg,data/wood_species/raw/oak/test_1918_4.jpg,200,200,3,6531
WOOD-AUTH,test,4,oak,1919_4.jpg,test_1919_4.jpg,data/wood_species/raw/oak/test_1919_4.jpg,200,200,3,6283
